_id,class,description
o-dang_davidson_5910,offensive,davidson_category_desc_4899
o-dang_davidson_5913,offensive,davidson_category_desc_4900
o-dang_davidson_5914,hate speech,davidson_category_desc_4901
o-dang_davidson_5915,hate speech,davidson_category_desc_4902
o-dang_davidson_5919,offensive,davidson_category_desc_4903
o-dang_davidson_5920,hate speech,davidson_category_desc_4904
o-dang_davidson_5921,offensive,davidson_category_desc_4905
o-dang_davidson_5925,offensive,davidson_category_desc_4906
o-dang_davidson_5928,offensive,davidson_category_desc_4907
o-dang_davidson_5930,offensive,davidson_category_desc_4908
o-dang_davidson_5932,offensive,davidson_category_desc_4909
o-dang_davidson_5934,offensive,davidson_category_desc_4910
o-dang_davidson_5935,offensive,davidson_category_desc_4911
o-dang_davidson_5936,offensive,davidson_category_desc_4912
o-dang_davidson_5937,offensive,davidson_category_desc_4913
o-dang_davidson_5939,offensive,davidson_category_desc_4914
o-dang_davidson_5940,hate speech,davidson_category_desc_4915
o-dang_davidson_5943,offensive,davidson_category_desc_4916
o-dang_davidson_5944,offensive,davidson_category_desc_4917
o-dang_davidson_5945,offensive,davidson_category_desc_4918
o-dang_davidson_5946,offensive,davidson_category_desc_4919
o-dang_davidson_5947,offensive,davidson_category_desc_4920
o-dang_davidson_5948,offensive,davidson_category_desc_4921
o-dang_davidson_5949,offensive,davidson_category_desc_4922
o-dang_davidson_5950,offensive,davidson_category_desc_4923
o-dang_davidson_5951,offensive,davidson_category_desc_4924
o-dang_davidson_5952,offensive,davidson_category_desc_4925
o-dang_davidson_5953,offensive,davidson_category_desc_4926
o-dang_davidson_5954,offensive,davidson_category_desc_4927
o-dang_davidson_5955,offensive,davidson_category_desc_4928
o-dang_davidson_5958,offensive,davidson_category_desc_4929
o-dang_davidson_5961,offensive,davidson_category_desc_4930
o-dang_davidson_5962,offensive,davidson_category_desc_4931
o-dang_davidson_5963,offensive,davidson_category_desc_4932
o-dang_davidson_5964,offensive,davidson_category_desc_4933
o-dang_davidson_5965,hate speech,davidson_category_desc_4934
o-dang_davidson_5967,hate speech,davidson_category_desc_4935
o-dang_davidson_5968,offensive,davidson_category_desc_4936
o-dang_davidson_5969,offensive,davidson_category_desc_4937
o-dang_davidson_5970,offensive,davidson_category_desc_4938
o-dang_davidson_5971,offensive,davidson_category_desc_4939
o-dang_davidson_5972,offensive,davidson_category_desc_4940
o-dang_davidson_5973,offensive,davidson_category_desc_4941
o-dang_davidson_5974,offensive,davidson_category_desc_4942
o-dang_davidson_5975,offensive,davidson_category_desc_4943
o-dang_davidson_5978,offensive,davidson_category_desc_4944
o-dang_davidson_5979,offensive,davidson_category_desc_4945
o-dang_davidson_5981,offensive,davidson_category_desc_4946
o-dang_davidson_5983,offensive,davidson_category_desc_4947
o-dang_davidson_5984,offensive,davidson_category_desc_4948
o-dang_davidson_5985,offensive,davidson_category_desc_4949
o-dang_davidson_5986,offensive,davidson_category_desc_4950
o-dang_davidson_5987,offensive,davidson_category_desc_4951
o-dang_davidson_5988,hate speech,davidson_category_desc_4952
o-dang_davidson_5989,offensive,davidson_category_desc_4953
o-dang_davidson_5990,hate speech,davidson_category_desc_4954
o-dang_davidson_5991,offensive,davidson_category_desc_4955
o-dang_davidson_5992,offensive,davidson_category_desc_4956
o-dang_davidson_5993,offensive,davidson_category_desc_4957
o-dang_davidson_5995,offensive,davidson_category_desc_4958
o-dang_davidson_5996,offensive,davidson_category_desc_4959
o-dang_davidson_5997,offensive,davidson_category_desc_4960
o-dang_davidson_5998,offensive,davidson_category_desc_4961
o-dang_davidson_5999,offensive,davidson_category_desc_4962
o-dang_davidson_6000,offensive,davidson_category_desc_4963
o-dang_davidson_6001,offensive,davidson_category_desc_4964
o-dang_davidson_6002,offensive,davidson_category_desc_4965
o-dang_davidson_6003,offensive,davidson_category_desc_4966
o-dang_davidson_6004,offensive,davidson_category_desc_4967
o-dang_davidson_6005,offensive,davidson_category_desc_4968
o-dang_davidson_6006,hate speech,davidson_category_desc_4969
o-dang_davidson_6007,hate speech,davidson_category_desc_4970
o-dang_davidson_6008,offensive,davidson_category_desc_4971
o-dang_davidson_6009,offensive,davidson_category_desc_4972
o-dang_davidson_6010,hate speech,davidson_category_desc_4973
o-dang_davidson_6011,hate speech,davidson_category_desc_4974
o-dang_davidson_6013,hate speech,davidson_category_desc_4975
o-dang_davidson_6014,hate speech,davidson_category_desc_4976
o-dang_davidson_6016,offensive,davidson_category_desc_4977
o-dang_davidson_6017,offensive,davidson_category_desc_4978
o-dang_davidson_6018,hate speech,davidson_category_desc_4979
o-dang_davidson_6019,offensive,davidson_category_desc_4980
o-dang_davidson_6020,hate speech,davidson_category_desc_4981
o-dang_davidson_6021,offensive,davidson_category_desc_4982
o-dang_davidson_6022,offensive,davidson_category_desc_4983
o-dang_davidson_6023,offensive,davidson_category_desc_4984
o-dang_davidson_6024,offensive,davidson_category_desc_4985
o-dang_davidson_6026,offensive,davidson_category_desc_4986
o-dang_davidson_6027,offensive,davidson_category_desc_4987
o-dang_davidson_6028,offensive,davidson_category_desc_4988
o-dang_davidson_6029,offensive,davidson_category_desc_4989
o-dang_davidson_6031,offensive,davidson_category_desc_4990
o-dang_davidson_6032,offensive,davidson_category_desc_4991
o-dang_davidson_6033,hate speech,davidson_category_desc_4992
o-dang_davidson_6034,offensive,davidson_category_desc_4993
o-dang_davidson_6037,offensive,davidson_category_desc_4994
o-dang_davidson_6040,hate speech,davidson_category_desc_4995
o-dang_davidson_6041,offensive,davidson_category_desc_4996
o-dang_davidson_6042,offensive,davidson_category_desc_4997
o-dang_davidson_6043,offensive,davidson_category_desc_4998
o-dang_davidson_6046,offensive,davidson_category_desc_4999
o-dang_davidson_6047,offensive,davidson_category_desc_5000
o-dang_davidson_6050,offensive,davidson_category_desc_5001
o-dang_davidson_6051,offensive,davidson_category_desc_5002
o-dang_davidson_6052,offensive,davidson_category_desc_5003
o-dang_davidson_6054,offensive,davidson_category_desc_5004
o-dang_davidson_6055,offensive,davidson_category_desc_5005
o-dang_davidson_6056,hate speech,davidson_category_desc_5006
o-dang_davidson_6057,offensive,davidson_category_desc_5007
o-dang_davidson_6058,offensive,davidson_category_desc_5008
o-dang_davidson_6059,hate speech,davidson_category_desc_5009
o-dang_davidson_6060,offensive,davidson_category_desc_5010
o-dang_davidson_6061,offensive,davidson_category_desc_5011
o-dang_davidson_6064,offensive,davidson_category_desc_5012
o-dang_davidson_6065,offensive,davidson_category_desc_5013
o-dang_davidson_6066,offensive,davidson_category_desc_5014
o-dang_davidson_6067,offensive,davidson_category_desc_5015
o-dang_davidson_6068,offensive,davidson_category_desc_5016
o-dang_davidson_6069,offensive,davidson_category_desc_5017
o-dang_davidson_6070,offensive,davidson_category_desc_5018
o-dang_davidson_6073,offensive,davidson_category_desc_5019
o-dang_davidson_6075,offensive,davidson_category_desc_5020
o-dang_davidson_6076,offensive,davidson_category_desc_5021
o-dang_davidson_6079,hate speech,davidson_category_desc_5022
o-dang_davidson_6080,offensive,davidson_category_desc_5023
o-dang_davidson_6081,offensive,davidson_category_desc_5024
o-dang_davidson_6082,offensive,davidson_category_desc_5025
o-dang_davidson_6083,offensive,davidson_category_desc_5026
o-dang_davidson_6084,hate speech,davidson_category_desc_5027
o-dang_davidson_6085,offensive,davidson_category_desc_5028
o-dang_davidson_6086,offensive,davidson_category_desc_5029
o-dang_davidson_6087,offensive,davidson_category_desc_5030
o-dang_davidson_6088,offensive,davidson_category_desc_5031
o-dang_davidson_6089,offensive,davidson_category_desc_5032
o-dang_davidson_6090,offensive,davidson_category_desc_5033
o-dang_davidson_6091,offensive,davidson_category_desc_5034
o-dang_davidson_6092,hate speech,davidson_category_desc_5035
o-dang_davidson_6093,offensive,davidson_category_desc_5036
o-dang_davidson_6094,hate speech,davidson_category_desc_5037
o-dang_davidson_6095,offensive,davidson_category_desc_5038
o-dang_davidson_6096,offensive,davidson_category_desc_5039
o-dang_davidson_6097,offensive,davidson_category_desc_5040
o-dang_davidson_6098,offensive,davidson_category_desc_5041
o-dang_davidson_6099,offensive,davidson_category_desc_5042
o-dang_davidson_6101,hate speech,davidson_category_desc_5043
o-dang_davidson_6103,hate speech,davidson_category_desc_5044
o-dang_davidson_6104,offensive,davidson_category_desc_5045
o-dang_davidson_6105,hate speech,davidson_category_desc_5046
o-dang_davidson_6106,offensive,davidson_category_desc_5047
o-dang_davidson_6108,offensive,davidson_category_desc_5048
o-dang_davidson_6109,offensive,davidson_category_desc_5049
o-dang_davidson_6110,offensive,davidson_category_desc_5050
o-dang_davidson_6111,offensive,davidson_category_desc_5051
o-dang_davidson_6112,offensive,davidson_category_desc_5052
o-dang_davidson_6113,offensive,davidson_category_desc_5053
o-dang_davidson_6114,offensive,davidson_category_desc_5054
o-dang_davidson_6115,offensive,davidson_category_desc_5055
o-dang_davidson_6116,offensive,davidson_category_desc_5056
o-dang_davidson_6117,offensive,davidson_category_desc_5057
o-dang_davidson_6118,offensive,davidson_category_desc_5058
o-dang_davidson_6119,offensive,davidson_category_desc_5059
o-dang_davidson_6120,offensive,davidson_category_desc_5060
o-dang_davidson_6121,offensive,davidson_category_desc_5061
o-dang_davidson_6122,offensive,davidson_category_desc_5062
o-dang_davidson_6123,offensive,davidson_category_desc_5063
o-dang_davidson_6124,offensive,davidson_category_desc_5064
o-dang_davidson_6125,offensive,davidson_category_desc_5065
o-dang_davidson_6126,offensive,davidson_category_desc_5066
o-dang_davidson_6127,offensive,davidson_category_desc_5067
o-dang_davidson_6128,offensive,davidson_category_desc_5068
o-dang_davidson_6129,offensive,davidson_category_desc_5069
o-dang_davidson_6130,offensive,davidson_category_desc_5070
o-dang_davidson_6131,offensive,davidson_category_desc_5071
o-dang_davidson_6132,offensive,davidson_category_desc_5072
o-dang_davidson_6133,offensive,davidson_category_desc_5073
o-dang_davidson_6134,hate speech,davidson_category_desc_5074
o-dang_davidson_6135,offensive,davidson_category_desc_5075
o-dang_davidson_6138,offensive,davidson_category_desc_5076
o-dang_davidson_6139,offensive,davidson_category_desc_5077
o-dang_davidson_6140,offensive,davidson_category_desc_5078
o-dang_davidson_6141,offensive,davidson_category_desc_5079
o-dang_davidson_6142,offensive,davidson_category_desc_5080
o-dang_davidson_6144,offensive,davidson_category_desc_5081
o-dang_davidson_6145,offensive,davidson_category_desc_5082
o-dang_davidson_6146,offensive,davidson_category_desc_5083
o-dang_davidson_6147,offensive,davidson_category_desc_5084
o-dang_davidson_6149,offensive,davidson_category_desc_5085
o-dang_davidson_6152,offensive,davidson_category_desc_5086
o-dang_davidson_6153,offensive,davidson_category_desc_5087
o-dang_davidson_6154,offensive,davidson_category_desc_5088
o-dang_davidson_6155,offensive,davidson_category_desc_5089
o-dang_davidson_6156,offensive,davidson_category_desc_5090
o-dang_davidson_6157,offensive,davidson_category_desc_5091
o-dang_davidson_6158,hate speech,davidson_category_desc_5092
o-dang_davidson_6159,offensive,davidson_category_desc_5093
o-dang_davidson_6160,offensive,davidson_category_desc_5094
o-dang_davidson_6162,offensive,davidson_category_desc_5095
o-dang_davidson_6163,offensive,davidson_category_desc_5096
o-dang_davidson_6164,offensive,davidson_category_desc_5097
o-dang_davidson_6167,offensive,davidson_category_desc_5098
o-dang_davidson_6169,offensive,davidson_category_desc_5099
o-dang_davidson_6170,offensive,davidson_category_desc_5100
o-dang_davidson_6171,offensive,davidson_category_desc_5101
o-dang_davidson_6172,hate speech,davidson_category_desc_5102
o-dang_davidson_6173,offensive,davidson_category_desc_5103
o-dang_davidson_6174,offensive,davidson_category_desc_5104
o-dang_davidson_6175,offensive,davidson_category_desc_5105
o-dang_davidson_6177,offensive,davidson_category_desc_5106
o-dang_davidson_6179,hate speech,davidson_category_desc_5107
o-dang_davidson_6181,offensive,davidson_category_desc_5108
o-dang_davidson_6182,offensive,davidson_category_desc_5109
o-dang_davidson_6183,offensive,davidson_category_desc_5110
o-dang_davidson_6184,offensive,davidson_category_desc_5111
o-dang_davidson_6185,offensive,davidson_category_desc_5112
o-dang_davidson_6186,offensive,davidson_category_desc_5113
o-dang_davidson_6187,offensive,davidson_category_desc_5114
o-dang_davidson_6188,hate speech,davidson_category_desc_5115
o-dang_davidson_6189,offensive,davidson_category_desc_5116
o-dang_davidson_6190,offensive,davidson_category_desc_5117
o-dang_davidson_6191,offensive,davidson_category_desc_5118
o-dang_davidson_6192,offensive,davidson_category_desc_5119
o-dang_davidson_6193,offensive,davidson_category_desc_5120
o-dang_davidson_6194,offensive,davidson_category_desc_5121
o-dang_davidson_6195,offensive,davidson_category_desc_5122
o-dang_davidson_6196,offensive,davidson_category_desc_5123
o-dang_davidson_6197,offensive,davidson_category_desc_5124
o-dang_davidson_6198,offensive,davidson_category_desc_5125
o-dang_davidson_6199,offensive,davidson_category_desc_5126
o-dang_davidson_6201,offensive,davidson_category_desc_5127
o-dang_davidson_6202,offensive,davidson_category_desc_5128
o-dang_davidson_6203,offensive,davidson_category_desc_5129
o-dang_davidson_6205,offensive,davidson_category_desc_5130
o-dang_davidson_6206,offensive,davidson_category_desc_5131
o-dang_davidson_6207,offensive,davidson_category_desc_5132
o-dang_davidson_6210,offensive,davidson_category_desc_5133
o-dang_davidson_6211,offensive,davidson_category_desc_5134
o-dang_davidson_6212,offensive,davidson_category_desc_5135
o-dang_davidson_6213,offensive,davidson_category_desc_5136
o-dang_davidson_6214,offensive,davidson_category_desc_5137
o-dang_davidson_6215,offensive,davidson_category_desc_5138
o-dang_davidson_6216,hate speech,davidson_category_desc_5139
o-dang_davidson_6217,offensive,davidson_category_desc_5140
o-dang_davidson_6218,offensive,davidson_category_desc_5141
o-dang_davidson_6219,offensive,davidson_category_desc_5142
o-dang_davidson_6220,offensive,davidson_category_desc_5143
o-dang_davidson_6221,offensive,davidson_category_desc_5144
o-dang_davidson_6223,offensive,davidson_category_desc_5145
o-dang_davidson_6224,offensive,davidson_category_desc_5146
o-dang_davidson_6225,offensive,davidson_category_desc_5147
o-dang_davidson_6226,offensive,davidson_category_desc_5148
o-dang_davidson_6227,offensive,davidson_category_desc_5149
o-dang_davidson_6228,offensive,davidson_category_desc_5150
o-dang_davidson_6229,offensive,davidson_category_desc_5151
o-dang_davidson_6230,hate speech,davidson_category_desc_5152
o-dang_davidson_6231,offensive,davidson_category_desc_5153
o-dang_davidson_6232,offensive,davidson_category_desc_5154
o-dang_davidson_6233,offensive,davidson_category_desc_5155
o-dang_davidson_6235,offensive,davidson_category_desc_5156
o-dang_davidson_6236,offensive,davidson_category_desc_5157
o-dang_davidson_6237,hate speech,davidson_category_desc_5158
o-dang_davidson_6238,offensive,davidson_category_desc_5159
o-dang_davidson_6240,offensive,davidson_category_desc_5160
o-dang_davidson_6241,offensive,davidson_category_desc_5161
